city,locality,property_type,bedrooms,area_sqft,price_per_sqft,price_lakhs,floor,age_years,facing,parking,furnishing,availability,maintenance_monthly,timestamp
Bangalore,HSR Layout,Builder Floor,4 BHK,1779,12633,224,2 out of 23,1,North West,Yes,Fully Furnished,Under Construction,4424,2025-10-02 17:38:25
Mumbai,Juhu,Builder Floor,4 BHK,1981,12760,252,10 out of 21,2,North East,Yes,Unfurnished,Under Construction,5325,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,2 BHK,889,16574,147,9 out of 22,8,East,Yes,Unfurnished,Ready to Move,4395,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,2 BHK,1022,7981,81,9 out of 22,12,North East,Yes,Semi-Furnished,Under Construction,5433,2025-10-02 17:38:25
Mumbai,Powai,Apartment,3 BHK,1722,11480,197,7 out of 21,4,North,Yes,Fully Furnished,Ready to Move,5391,2025-10-02 17:38:25
Delhi,Rohini,Apartment,2 BHK,1214,8896,107,14 out of 20,11,South,Yes,Unfurnished,Under Construction,6434,2025-10-02 17:38:25
Mumbai,Worli,Apartment,4 BHK,2111,13998,295,13 out of 23,4,East,No,Fully Furnished,Ready to Move,6145,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,3 BHK,1494,13882,207,6 out of 24,6,North,Yes,Unfurnished,Under Construction,7513,2025-10-02 17:38:25
Mumbai,Powai,Apartment,4 BHK,2004,15072,302,17 out of 24,13,West,Yes,Unfurnished,Ready to Move,5899,2025-10-02 17:38:25
Delhi,Rohini,Builder Floor,3 BHK,1476,12785,188,13 out of 24,18,North West,Yes,Fully Furnished,Ready to Move,4101,2025-10-02 17:38:25
Mumbai,Powai,Builder Floor,4 BHK,2053,14089,289,18 out of 23,6,North,Yes,Semi-Furnished,Ready to Move,4645,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,3 BHK,1379,11399,157,18 out of 20,11,South,Yes,Semi-Furnished,Ready to Move,4610,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,4 BHK,1996,10468,208,12 out of 21,13,South East,Yes,Semi-Furnished,Under Construction,6571,2025-10-02 17:38:25
Delhi,Pitampura,Apartment,5 BHK,2518,13253,333,5 out of 20,4,South West,No,Fully Furnished,Ready to Move,5058,2025-10-02 17:38:25
Mumbai,Powai,Apartment,3 BHK,1535,10696,164,18 out of 20,18,South,Yes,Fully Furnished,Ready to Move,4416,2025-10-02 17:38:25
Mumbai,Powai,Apartment,2 BHK,1035,9853,101,5 out of 21,13,North,No,Semi-Furnished,Under Construction,4423,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,1 BHK,522,12812,66,9 out of 22,6,North West,Yes,Fully Furnished,Ready to Move,3939,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,3 BHK,1462,12594,184,1 out of 23,6,East,Yes,Semi-Furnished,Ready to Move,4794,2025-10-02 17:38:25
Delhi,South Extension,Apartment,1 BHK,590,9358,55,17 out of 20,14,South,Yes,Unfurnished,Under Construction,5182,2025-10-02 17:38:25
Mumbai,Powai,Villa,3 BHK,1304,12795,166,6 out of 22,15,East,Yes,Fully Furnished,Under Construction,4040,2025-10-02 17:38:25
Delhi,Pitampura,Builder Floor,2 BHK,1033,11519,118,13 out of 21,17,North East,Yes,Semi-Furnished,Under Construction,6165,2025-10-02 17:38:25
Bangalore,Indiranagar,Builder Floor,2 BHK,918,10828,99,10 out of 23,17,East,Yes,Semi-Furnished,Under Construction,3466,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,1 BHK,524,11756,61,1 out of 23,10,North East,No,Fully Furnished,Under Construction,5876,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,1 BHK,470,11322,53,17 out of 21,17,West,Yes,Fully Furnished,Under Construction,4659,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,2 BHK,966,12598,121,19 out of 22,19,East,No,Unfurnished,Ready to Move,5052,2025-10-02 17:38:25
Delhi,Rohini,Apartment,2 BHK,917,14277,130,4 out of 23,11,North,No,Fully Furnished,Under Construction,7739,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1383,12099,167,1 out of 22,4,South West,Yes,Semi-Furnished,Under Construction,5138,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,3 BHK,1375,14674,201,5 out of 20,17,North East,Yes,Semi-Furnished,Under Construction,4320,2025-10-02 17:38:25
Mumbai,Juhu,Builder Floor,4 BHK,2181,10872,237,16 out of 24,1,West,Yes,Fully Furnished,Ready to Move,5334,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,2 BHK,812,10775,87,10 out of 23,10,North East,Yes,Unfurnished,Ready to Move,6048,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,4 BHK,2267,11733,265,17 out of 20,16,North East,Yes,Fully Furnished,Under Construction,4993,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,3 BHK,1455,11776,171,12 out of 24,0,North East,Yes,Fully Furnished,Under Construction,3308,2025-10-02 17:38:25
Bangalore,HSR Layout,Villa,3 BHK,1512,12030,181,2 out of 22,6,South,Yes,Unfurnished,Ready to Move,5113,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,2 BHK,955,11793,112,4 out of 23,3,South,Yes,Unfurnished,Under Construction,3826,2025-10-02 17:38:25
Delhi,South Extension,Apartment,3 BHK,1433,11727,168,16 out of 20,15,West,Yes,Fully Furnished,Ready to Move,6416,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1616,10536,170,7 out of 24,19,South East,Yes,Fully Furnished,Under Construction,5900,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1347,11305,152,3 out of 24,13,North West,No,Fully Furnished,Ready to Move,4341,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,2 BHK,889,12237,108,8 out of 20,13,East,Yes,Unfurnished,Ready to Move,7125,2025-10-02 17:38:25
Delhi,Vasant Kunj,Builder Floor,2 BHK,1045,14067,147,18 out of 20,15,North,Yes,Fully Furnished,Ready to Move,4325,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,4 BHK,1889,14147,267,1 out of 20,7,North,Yes,Unfurnished,Under Construction,4842,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,3 BHK,1429,12059,172,5 out of 21,19,North West,Yes,Semi-Furnished,Under Construction,5273,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,5 BHK,2418,10084,243,18 out of 22,9,South,Yes,Fully Furnished,Ready to Move,4569,2025-10-02 17:38:25
Bangalore,Indiranagar,Villa,2 BHK,1188,16261,193,9 out of 21,17,North East,Yes,Unfurnished,Ready to Move,4182,2025-10-02 17:38:25
Mumbai,Powai,Apartment,2 BHK,1156,6781,78,3 out of 23,15,East,Yes,Semi-Furnished,Under Construction,5988,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,3 BHK,1546,11439,176,4 out of 24,2,South West,Yes,Fully Furnished,Under Construction,5526,2025-10-02 17:38:25
Mumbai,Powai,Builder Floor,3 BHK,1278,9295,118,16 out of 22,10,South West,Yes,Fully Furnished,Under Construction,6003,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1509,16150,243,4 out of 21,0,North West,Yes,Semi-Furnished,Under Construction,4846,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,4 BHK,1878,10022,188,13 out of 20,14,South West,Yes,Unfurnished,Under Construction,3693,2025-10-02 17:38:25
Bangalore,JP Nagar,Villa,1 BHK,473,10510,49,4 out of 24,7,East,No,Unfurnished,Ready to Move,5099,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,2 BHK,1033,9392,97,8 out of 20,13,North East,Yes,Unfurnished,Ready to Move,4065,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1387,11441,158,3 out of 23,11,South,Yes,Semi-Furnished,Ready to Move,4558,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,4 BHK,2114,9943,210,2 out of 24,1,North,Yes,Unfurnished,Ready to Move,5308,2025-10-02 17:38:25
Delhi,Dwarka,Villa,3 BHK,1440,5982,86,19 out of 22,19,South West,Yes,Fully Furnished,Ready to Move,3860,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,2 BHK,1035,11612,120,11 out of 23,9,North West,No,Fully Furnished,Under Construction,5504,2025-10-02 17:38:25
Mumbai,Worli,Apartment,3 BHK,1640,9813,160,11 out of 22,11,North East,No,Fully Furnished,Ready to Move,5553,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1469,12424,182,10 out of 22,12,East,Yes,Fully Furnished,Ready to Move,4389,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,3 BHK,1650,13494,222,2 out of 22,12,South,Yes,Semi-Furnished,Under Construction,3664,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,2 BHK,950,14157,134,17 out of 21,1,South,Yes,Semi-Furnished,Ready to Move,4823,2025-10-02 17:38:25
Delhi,Pitampura,Apartment,2 BHK,1092,17939,195,16 out of 24,6,South,Yes,Unfurnished,Under Construction,6011,2025-10-02 17:38:25
Delhi,South Extension,Villa,5 BHK,2491,13690,341,15 out of 24,12,North,Yes,Fully Furnished,Ready to Move,4523,2025-10-02 17:38:25
Bangalore,HSR Layout,Builder Floor,3 BHK,1565,14258,223,14 out of 22,4,South East,Yes,Fully Furnished,Under Construction,6439,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,2 BHK,947,9922,93,14 out of 21,5,South West,Yes,Fully Furnished,Under Construction,5817,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,1 BHK,466,13076,60,19 out of 22,16,East,Yes,Fully Furnished,Under Construction,4229,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,2 BHK,941,11015,103,1 out of 20,9,West,Yes,Fully Furnished,Ready to Move,4027,2025-10-02 17:38:25
Mumbai,Worli,Builder Floor,3 BHK,1563,9659,150,15 out of 21,1,East,Yes,Unfurnished,Ready to Move,6927,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,2 BHK,1094,10551,115,9 out of 24,1,South East,Yes,Unfurnished,Ready to Move,5342,2025-10-02 17:38:25
Mumbai,Powai,Apartment,2 BHK,1096,9091,99,9 out of 22,15,North,Yes,Fully Furnished,Under Construction,4002,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,3 BHK,1446,10701,154,16 out of 20,15,North West,No,Fully Furnished,Under Construction,4064,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,2 BHK,1014,12311,124,14 out of 24,19,North,Yes,Fully Furnished,Ready to Move,2883,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1434,12345,177,5 out of 22,19,South West,Yes,Semi-Furnished,Under Construction,5274,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,2 BHK,1072,13174,141,18 out of 21,10,North East,Yes,Semi-Furnished,Ready to Move,5534,2025-10-02 17:38:25
Mumbai,Andheri,Builder Floor,2 BHK,952,10722,102,5 out of 23,16,North West,No,Fully Furnished,Under Construction,3807,2025-10-02 17:38:25
Bangalore,JP Nagar,Builder Floor,2 BHK,1005,11622,116,8 out of 22,17,South,Yes,Semi-Furnished,Ready to Move,4664,2025-10-02 17:38:25
Delhi,Rohini,Apartment,2 BHK,1042,10978,114,15 out of 22,2,North East,Yes,Unfurnished,Ready to Move,4512,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,4 BHK,1879,11903,223,11 out of 20,11,East,Yes,Semi-Furnished,Ready to Move,5143,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,5 BHK,2527,13265,335,6 out of 21,1,North,No,Unfurnished,Ready to Move,5610,2025-10-02 17:38:25
Delhi,Pitampura,Apartment,2 BHK,912,15318,139,6 out of 24,0,West,No,Unfurnished,Ready to Move,3887,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,2 BHK,1110,13266,147,6 out of 24,9,South East,Yes,Fully Furnished,Ready to Move,5381,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,2 BHK,764,12827,97,12 out of 23,14,West,No,Fully Furnished,Under Construction,5248,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1398,6708,93,2 out of 20,2,West,Yes,Fully Furnished,Under Construction,3565,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1623,12530,203,10 out of 21,5,North,No,Unfurnished,Under Construction,4915,2025-10-02 17:38:25
Bangalore,Koramangala,Builder Floor,4 BHK,2087,9974,208,14 out of 24,15,North East,Yes,Semi-Furnished,Under Construction,4344,2025-10-02 17:38:25
Mumbai,Juhu,Builder Floor,4 BHK,1900,14801,281,7 out of 22,18,South East,Yes,Fully Furnished,Ready to Move,4529,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,3 BHK,1708,12425,212,7 out of 24,11,East,Yes,Semi-Furnished,Ready to Move,4467,2025-10-02 17:38:25
Delhi,Rohini,Apartment,4 BHK,1996,11418,227,19 out of 24,0,North,No,Fully Furnished,Under Construction,3926,2025-10-02 17:38:25
Mumbai,Powai,Builder Floor,2 BHK,1150,12011,138,11 out of 23,13,North West,Yes,Fully Furnished,Under Construction,5934,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,3 BHK,1500,10832,162,19 out of 21,2,South East,Yes,Fully Furnished,Under Construction,4913,2025-10-02 17:38:25
Delhi,South Extension,Apartment,4 BHK,1995,10006,199,19 out of 22,18,South,Yes,Semi-Furnished,Under Construction,6146,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,2 BHK,892,12273,109,19 out of 21,17,North East,Yes,Fully Furnished,Ready to Move,4261,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,3 BHK,1656,10814,179,19 out of 24,0,East,Yes,Unfurnished,Under Construction,5366,2025-10-02 17:38:25
Delhi,Rohini,Apartment,3 BHK,1538,8784,135,9 out of 23,12,North East,Yes,Unfurnished,Under Construction,4626,2025-10-02 17:38:25
Bangalore,Koramangala,Builder Floor,2 BHK,841,11094,93,3 out of 21,3,North West,Yes,Unfurnished,Under Construction,4147,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1437,16215,233,6 out of 20,16,North West,Yes,Fully Furnished,Under Construction,5171,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1528,12299,187,5 out of 23,5,North East,Yes,Semi-Furnished,Under Construction,5637,2025-10-02 17:38:25
Mumbai,Powai,Apartment,1 BHK,731,12987,94,7 out of 23,2,North,No,Fully Furnished,Ready to Move,6606,2025-10-02 17:38:25
Delhi,South Extension,Builder Floor,2 BHK,995,12171,121,9 out of 20,7,South,No,Semi-Furnished,Under Construction,4544,2025-10-02 17:38:25
Delhi,Rohini,Builder Floor,3 BHK,1458,10901,158,8 out of 22,0,South West,Yes,Unfurnished,Under Construction,5486,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,4 BHK,1972,12522,246,9 out of 24,6,North,Yes,Fully Furnished,Ready to Move,6843,2025-10-02 17:38:25
Delhi,Vasant Kunj,Builder Floor,1 BHK,624,10626,66,10 out of 24,17,South,Yes,Semi-Furnished,Ready to Move,4581,2025-10-02 17:38:25
Mumbai,Worli,Apartment,3 BHK,1583,15747,249,14 out of 23,3,South,Yes,Semi-Furnished,Under Construction,5208,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,3 BHK,1395,10686,149,13 out of 21,19,North East,Yes,Unfurnished,Under Construction,4960,2025-10-02 17:38:25
Bangalore,Koramangala,Builder Floor,2 BHK,1190,11733,139,1 out of 21,8,East,Yes,Fully Furnished,Ready to Move,4656,2025-10-02 17:38:25
Delhi,South Extension,Villa,2 BHK,1044,11883,124,1 out of 21,8,South East,No,Fully Furnished,Ready to Move,4904,2025-10-02 17:38:25
Bangalore,Koramangala,Builder Floor,2 BHK,884,13848,122,4 out of 21,5,East,Yes,Fully Furnished,Under Construction,4866,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,4 BHK,1902,11396,216,2 out of 22,0,North East,Yes,Semi-Furnished,Under Construction,3175,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,4 BHK,1805,13990,252,15 out of 24,12,South West,Yes,Fully Furnished,Under Construction,5470,2025-10-02 17:38:25
Delhi,Dwarka,Villa,2 BHK,1049,10614,111,9 out of 20,13,South East,Yes,Unfurnished,Under Construction,6105,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1446,11735,169,10 out of 21,2,South West,Yes,Semi-Furnished,Ready to Move,5621,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,3 BHK,1478,13946,206,6 out of 21,19,North West,Yes,Semi-Furnished,Under Construction,2561,2025-10-02 17:38:25
Mumbai,Powai,Apartment,2 BHK,917,10496,96,18 out of 24,8,North East,No,Fully Furnished,Ready to Move,3672,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,3 BHK,1597,10394,165,8 out of 22,1,South East,Yes,Semi-Furnished,Ready to Move,5298,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,3 BHK,1436,9145,131,1 out of 23,1,South,No,Semi-Furnished,Ready to Move,6139,2025-10-02 17:38:25
Delhi,Rohini,Builder Floor,4 BHK,2003,10940,219,19 out of 24,17,South East,Yes,Fully Furnished,Under Construction,7277,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,2 BHK,935,9776,91,8 out of 24,14,North,Yes,Semi-Furnished,Ready to Move,4956,2025-10-02 17:38:25
Delhi,Rohini,Builder Floor,3 BHK,1376,13090,180,8 out of 24,11,South West,Yes,Unfurnished,Under Construction,3721,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,3 BHK,1515,12469,188,8 out of 20,15,North,Yes,Fully Furnished,Ready to Move,3295,2025-10-02 17:38:25
Mumbai,Worli,Apartment,3 BHK,1384,15403,213,12 out of 22,17,North West,Yes,Unfurnished,Under Construction,4468,2025-10-02 17:38:25
Mumbai,Powai,Apartment,4 BHK,1921,13222,253,19 out of 22,8,East,Yes,Semi-Furnished,Under Construction,5386,2025-10-02 17:38:25
Delhi,South Extension,Apartment,3 BHK,1399,8864,124,13 out of 22,0,North East,Yes,Fully Furnished,Under Construction,6286,2025-10-02 17:38:25
Delhi,Rohini,Builder Floor,4 BHK,1872,8417,157,17 out of 24,11,East,Yes,Fully Furnished,Ready to Move,5173,2025-10-02 17:38:25
Bangalore,Indiranagar,Villa,2 BHK,905,12882,116,4 out of 21,10,South East,Yes,Semi-Furnished,Under Construction,5165,2025-10-02 17:38:25
Mumbai,Bandra,Villa,3 BHK,1572,10780,169,5 out of 24,5,East,Yes,Semi-Furnished,Ready to Move,5437,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,3 BHK,1478,15652,231,1 out of 21,15,North East,No,Fully Furnished,Under Construction,4048,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,3 BHK,1603,11894,190,14 out of 23,14,South West,Yes,Semi-Furnished,Ready to Move,4621,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,2 BHK,998,13620,135,11 out of 21,10,North East,Yes,Unfurnished,Ready to Move,6181,2025-10-02 17:38:25
Delhi,Rohini,Apartment,1 BHK,494,12526,61,12 out of 20,16,South West,Yes,Unfurnished,Under Construction,6828,2025-10-02 17:38:25
Bangalore,Koramangala,Builder Floor,3 BHK,1425,11785,167,19 out of 24,8,West,Yes,Semi-Furnished,Under Construction,3867,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,3 BHK,1426,10349,147,3 out of 24,15,South,Yes,Fully Furnished,Ready to Move,5514,2025-10-02 17:38:25
Delhi,South Extension,Apartment,3 BHK,1462,10956,160,10 out of 24,19,East,Yes,Fully Furnished,Ready to Move,3590,2025-10-02 17:38:25
Mumbai,Worli,Apartment,2 BHK,1025,12723,130,10 out of 24,9,South East,No,Fully Furnished,Ready to Move,4622,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,4 BHK,2093,11076,231,13 out of 24,19,North East,Yes,Fully Furnished,Under Construction,4868,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,4 BHK,1935,10547,204,3 out of 20,9,East,Yes,Semi-Furnished,Under Construction,5635,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1440,12914,185,12 out of 23,16,South West,Yes,Fully Furnished,Under Construction,6117,2025-10-02 17:38:25
Mumbai,Bandra,Villa,2 BHK,899,11249,101,5 out of 21,14,North West,No,Fully Furnished,Under Construction,5612,2025-10-02 17:38:25
Delhi,Vasant Kunj,Apartment,2 BHK,970,11359,110,18 out of 23,3,South West,Yes,Fully Furnished,Ready to Move,4889,2025-10-02 17:38:25
Mumbai,Bandra,Villa,1 BHK,448,10226,45,8 out of 23,2,West,Yes,Fully Furnished,Under Construction,5494,2025-10-02 17:38:25
Delhi,Pitampura,Villa,3 BHK,1514,11086,167,4 out of 21,17,South West,Yes,Semi-Furnished,Ready to Move,4677,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,3 BHK,1407,15111,212,19 out of 21,14,West,Yes,Semi-Furnished,Ready to Move,5856,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,3 BHK,1530,12276,187,6 out of 24,16,South East,Yes,Unfurnished,Ready to Move,4919,2025-10-02 17:38:25
Mumbai,Andheri,Builder Floor,3 BHK,1376,12855,176,14 out of 21,10,North,No,Semi-Furnished,Ready to Move,7619,2025-10-02 17:38:25
Mumbai,Juhu,Apartment,3 BHK,1517,12813,194,18 out of 21,10,North West,Yes,Semi-Furnished,Under Construction,3444,2025-10-02 17:38:25
Mumbai,Worli,Apartment,2 BHK,959,8447,81,7 out of 21,3,South West,Yes,Semi-Furnished,Ready to Move,3374,2025-10-02 17:38:25
Delhi,Vasant Kunj,Builder Floor,2 BHK,990,10768,106,16 out of 22,10,East,Yes,Fully Furnished,Under Construction,5004,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,3 BHK,1671,7856,131,18 out of 21,5,North,Yes,Unfurnished,Under Construction,5348,2025-10-02 17:38:25
Bangalore,Koramangala,Apartment,3 BHK,1514,11801,178,11 out of 20,9,North,Yes,Unfurnished,Ready to Move,5485,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,2 BHK,1006,14747,148,1 out of 22,14,South,Yes,Fully Furnished,Ready to Move,6258,2025-10-02 17:38:25
Mumbai,Worli,Apartment,2 BHK,1024,9631,98,16 out of 23,1,South East,Yes,Semi-Furnished,Ready to Move,6062,2025-10-02 17:38:25
Bangalore,HSR Layout,Builder Floor,3 BHK,1641,12729,208,14 out of 21,14,North East,No,Fully Furnished,Ready to Move,5277,2025-10-02 17:38:25
Bangalore,JP Nagar,Builder Floor,1 BHK,417,11793,49,18 out of 23,9,East,Yes,Fully Furnished,Under Construction,5462,2025-10-02 17:38:25
Bangalore,Whitefield,Builder Floor,1 BHK,440,10047,44,15 out of 24,14,South West,No,Semi-Furnished,Ready to Move,4417,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,4 BHK,2022,9907,200,17 out of 22,0,South East,Yes,Fully Furnished,Under Construction,5890,2025-10-02 17:38:25
Delhi,Pitampura,Apartment,2 BHK,1022,14816,151,7 out of 21,14,West,Yes,Fully Furnished,Ready to Move,4155,2025-10-02 17:38:25
Mumbai,Andheri,Apartment,2 BHK,1150,13956,160,18 out of 20,11,North,Yes,Fully Furnished,Ready to Move,5107,2025-10-02 17:38:25
Bangalore,Indiranagar,Apartment,3 BHK,1784,8169,145,3 out of 24,12,South West,Yes,Semi-Furnished,Ready to Move,5592,2025-10-02 17:38:25
Bangalore,HSR Layout,Apartment,1 BHK,507,12266,62,8 out of 20,7,East,No,Semi-Furnished,Under Construction,4776,2025-10-02 17:38:25
Bangalore,Whitefield,Apartment,2 BHK,1157,8865,102,10 out of 20,4,South East,Yes,Semi-Furnished,Ready to Move,5062,2025-10-02 17:38:25
Mumbai,Bandra,Apartment,3 BHK,1464,10803,158,16 out of 20,15,East,Yes,Semi-Furnished,Under Construction,5849,2025-10-02 17:38:25
Bangalore,JP Nagar,Apartment,2 BHK,977,12697,124,12 out of 24,8,West,Yes,Semi-Furnished,Under Construction,6439,2025-10-02 17:38:25
Delhi,South Extension,Apartment,2 BHK,890,11920,106,2 out of 24,14,South,Yes,Semi-Furnished,Under Construction,5412,2025-10-02 17:38:25
Delhi,Dwarka,Apartment,3 BHK,1464,7567,110,4 out of 24,12,North East,No,Semi-Furnished,Ready to Move,6363,2025-10-02 17:38:25
Delhi,South Extension,Apartment,5 BHK,2471,14910,368,3 out of 22,3,West,Yes,Unfurnished,Under Construction,5190,2025-10-02 17:38:25
Mumbai,Juhu,Builder Floor,4 BHK,1909,13401,255,11 out of 21,3,South East,Yes,Semi-Furnished,Under Construction,3464,2025-10-02 17:38:25
